User_ID,total_watch_minutes,sessions,avg_completion,unique_genres,weekend_share,mobile_share,revenue,Age,Country,Subscription_Type,Churn_Status,Viewer_Segment_ID,Viewer_Segment
U100119,451.8,8,0.724625,7,0.25,0.25,5.063999999999999,22,France,Premium,Active,3,Premium Loyalists
U100120,204.7,4,0.6565,3,0.5,0.25,1.732,28,Brazil,Standard,Active,4,Casual Browsers
U100121,555.6,7,0.7934285714285715,5,0.14285714285714285,0.14285714285714285,4.430999999999999,48,Brazil,Premium,Active,3,Premium Loyalists
U100122,153.4,5,0.5704,4,0.2,0.4,1.3316666666666668,42,Mexico,Basic,Active,2,At-Risk Low Engagement
U100123,675.6,9,0.6511111111111112,6,0.5555555555555556,0.1111111111111111,3.897,31,Brazil,Standard,Active,3,Premium Loyalists
U100124,311.5,3,0.802,2,0.6666666666666666,0.0,0.7990000000000002,55,India,Basic,Active,4,Casual Browsers
U100125,1065.6,19,0.7214736842105264,8,0.3157894736842105,0.42105263157894735,8.227,32,Brazil,Standard,Active,1,Global Bingers
U100126,751.1,10,0.75,10,0.1,0.1,4.33,45,Japan,Standard,Active,3,Premium Loyalists
U100127,388.7,6,0.6491666666666667,5,0.16666666666666666,0.5,1.5980000000000003,36,Canada,Basic,Active,3,Premium Loyalists
U100128,454.0,7,0.7698571428571429,6,0.7142857142857143,0.42857142857142855,1.8643333333333336,57,India,Basic,Active,3,Premium Loyalists
U100130,393.3,8,0.69075,6,0.5,0.25,2.130666666666667,34,Japan,Basic,Active,3,Premium Loyalists
U100131,115.9,2,0.4965,2,0.0,1.0,0.33266666666666667,31,South Korea,Mobile,Churned,0,Genre Explorers
U100132,566.5999999999999,10,0.6443000000000001,8,0.2,0.3,4.33,33,United States,Standard,Active,3,Premium Loyalists
U100133,406.79999999999995,8,0.640625,7,0.25,0.375,3.464,25,Canada,Standard,Active,3,Premium Loyalists
U100134,751.4,14,0.6950000000000001,7,0.14285714285714285,0.5,6.062,17,Australia,Standard,Active,1,Global Bingers
U100136,333.9,5,0.7468,4,0.2,0.4,0.8316666666666667,27,Canada,Mobile,Active,0,Genre Explorers
U100137,124.5,2,0.774,2,0.5,0.0,0.866,27,Japan,Standard,Churned,4,Casual Browsers
U100138,422.40000000000003,9,0.6021111111111112,7,0.4444444444444444,0.4444444444444444,5.696999999999999,32,Brazil,Premium,Active,3,Premium Loyalists
U100139,333.3,5,0.6446,4,0.2,0.6,1.3316666666666668,34,Canada,Basic,Active,0,Genre Explorers
U100140,91.8,1,0.685,1,0.0,1.0,0.433,34,India,Standard,Active,0,Genre Explorers
U100141,376.79999999999995,5,0.6826000000000001,4,0.0,0.4,2.165,54,United Kingdom,Standard,Churned,2,At-Risk Low Engagement
U100142,204.10000000000002,2,0.833,2,0.0,1.0,0.33266666666666667,41,France,Mobile,Active,0,Genre Explorers
U100143,580.3,11,0.5857272727272727,6,0.45454545454545453,0.45454545454545453,4.763,59,India,Standard,Active,3,Premium Loyalists
U100144,201.0,4,0.69325,4,0.25,0.0,1.732,28,Mexico,Standard,Active,2,At-Risk Low Engagement
U100145,282.70000000000005,5,0.6472,5,0.0,0.4,1.3316666666666668,43,Japan,Basic,Churned,2,At-Risk Low Engagement
U100146,454.4,8,0.633875,7,0.375,0.125,3.464,29,India,Standard,Active,3,Premium Loyalists
U100147,1177.3,18,0.6859444444444445,9,0.3333333333333333,0.3888888888888889,7.794,27,India,Standard,Active,1,Global Bingers
U100148,134.7,2,0.671,2,0.0,0.0,0.866,59,India,Standard,Active,2,At-Risk Low Engagement
U100149,96.9,3,0.5763333333333334,3,0.0,0.3333333333333333,0.7990000000000002,24,Canada,Basic,Active,2,At-Risk Low Engagement
U100150,35.8,1,0.628,1,0.0,0.0,0.6329999999999999,16,United States,Premium,Active,2,At-Risk Low Engagement
U100151,238.4,4,0.61075,4,0.0,0.75,0.6653333333333333,25,Germany,Mobile,Active,0,Genre Explorers
U100152,185.6,2,0.778,2,0.0,1.0,0.5326666666666667,16,France,Basic,Active,0,Genre Explorers
U100153,345.2,6,0.612,5,0.5,0.16666666666666666,2.598,22,Mexico,Standard,Active,3,Premium Loyalists
U100154,103.5,2,0.653,1,0.0,0.0,0.5326666666666667,23,France,Basic,Churned,2,At-Risk Low Engagement
U100155,724.9,13,0.7098461538461538,6,0.23076923076923078,0.07692307692307693,8.229,34,Germany,Premium,Active,1,Global Bingers
U100156,235.0,3,0.8113333333333334,3,0.3333333333333333,1.0,1.299,16,India,Standard,Active,0,Genre Explorers
U100157,487.8,8,0.673625,7,0.25,0.25,5.063999999999999,48,United Kingdom,Premium,Active,3,Premium Loyalists
U100159,169.9,2,0.5725,2,0.0,1.0,1.2659999999999998,32,Spain,Premium,Active,0,Genre Explorers
U100160,113.5,2,0.6575,2,0.0,0.0,0.5326666666666667,30,Australia,Basic,Churned,2,At-Risk Low Engagement
U100161,216.9,6,0.616,4,0.16666666666666666,0.5,0.998,43,United States,Mobile,Active,0,Genre Explorers
U100162,444.1,8,0.697875,8,0.125,0.25,2.130666666666667,38,United Kingdom,Basic,Churned,3,Premium Loyalists
U100163,67.2,2,0.7170000000000001,2,0.0,1.0,0.5326666666666667,48,United States,Basic,Active,0,Genre Explorers
U100164,228.9,7,0.687857142857143,6,0.42857142857142855,0.42857142857142855,3.031,29,United Kingdom,Standard,Active,3,Premium Loyalists
U100165,105.1,2,0.44799999999999995,2,0.0,0.0,0.866,28,India,Standard,Active,2,At-Risk Low Engagement
U100166,686.2,10,0.6822,8,0.4,0.2,6.329999999999999,38,Australia,Premium,Active,3,Premium Loyalists
U100167,445.0,5,0.6638,4,0.0,0.0,3.1649999999999996,46,Germany,Premium,Active,2,At-Risk Low Engagement
U100168,20.5,1,0.5,1,0.0,0.0,0.433,43,Japan,Standard,Churned,2,At-Risk Low Engagement
U100169,88.80000000000001,2,0.8435,2,0.5,1.0,0.33266666666666667,37,United States,Mobile,Active,0,Genre Explorers
U100170,351.5,8,0.764625,7,0.25,0.375,3.464,36,Brazil,Standard,Active,3,Premium Loyalists
U100171,273.8,3,0.8866666666666667,3,0.3333333333333333,0.3333333333333333,1.299,33,Brazil,Standard,Active,4,Casual Browsers
U100172,178.8,4,0.8225,3,0.25,0.25,1.0653333333333335,38,India,Basic,Churned,2,At-Risk Low Engagement
U100173,95.5,1,0.892,1,1.0,0.0,0.16633333333333333,58,India,Mobile,Active,4,Casual Browsers
U100174,213.0,5,0.741,3,0.6,0.8,1.3316666666666668,31,Japan,Basic,Active,4,Casual Browsers
U100175,230.1,5,0.8022,4,0.4,0.6,1.3316666666666668,29,Japan,Basic,Active,0,Genre Explorers
U100176,13.9,1,0.398,1,1.0,0.0,0.433,28,South Korea,Standard,Active,4,Casual Browsers
U100177,150.4,1,0.85,1,1.0,1.0,0.16633333333333333,38,France,Mobile,Active,4,Casual Browsers
U100178,107.8,2,0.7195,2,0.5,0.5,0.33266666666666667,16,Spain,Mobile,Churned,4,Casual Browsers
U100179,269.6,4,0.6525000000000001,4,0.25,0.25,2.5319999999999996,32,Australia,Premium,Active,2,At-Risk Low Engagement
U100180,177.5,3,0.7106666666666667,3,0.3333333333333333,0.0,0.499,44,India,Mobile,Active,2,At-Risk Low Engagement
U100181,215.60000000000002,2,0.839,1,0.5,0.0,0.33266666666666667,27,United States,Mobile,Churned,4,Casual Browsers
U100182,654.9,8,0.731,6,0.5,0.25,3.464,36,Canada,Standard,Active,3,Premium Loyalists
U100184,533.5,6,0.7476666666666666,5,0.3333333333333333,0.3333333333333333,3.797999999999999,37,Mexico,Premium,Active,3,Premium Loyalists
U100185,338.1,5,0.7166,4,0.0,0.4,3.1649999999999996,16,South Korea,Premium,Active,2,At-Risk Low Engagement
U100186,149.4,3,0.6819999999999999,2,0.3333333333333333,0.0,1.299,17,France,Standard,Active,2,At-Risk Low Engagement
U100187,255.9,2,0.7945,2,0.5,1.0,0.5326666666666667,30,India,Basic,Active,0,Genre Explorers
U100188,222.10000000000002,4,0.64375,4,0.5,0.75,2.5319999999999996,24,United Kingdom,Premium,Active,0,Genre Explorers
U100189,207.0,2,0.7675,2,1.0,0.0,0.5326666666666667,35,India,Basic,Active,4,Casual Browsers
U100190,413.8,5,0.7362,4,0.2,0.4,0.8316666666666667,30,United States,Mobile,Active,2,At-Risk Low Engagement
U100191,642.7,10,0.6895,7,0.5,0.5,2.6633333333333336,47,Canada,Basic,Active,3,Premium Loyalists
U100192,714.0,14,0.6653571428571429,10,0.21428571428571427,0.21428571428571427,3.7286666666666672,20,United States,Basic,Active,1,Global Bingers
U100193,435.3,7,0.6168571428571428,6,0.2857142857142857,0.7142857142857143,4.430999999999999,31,Canada,Premium,Active,3,Premium Loyalists
U100194,193.2,2,0.7985,2,0.0,0.5,0.5326666666666667,36,Canada,Basic,Active,0,Genre Explorers
U100197,20.5,1,0.526,1,0.0,0.0,0.16633333333333333,16,Canada,Mobile,Churned,2,At-Risk Low Engagement
U100198,436.29999999999995,8,0.715375,7,0.25,0.375,2.130666666666667,34,South Korea,Basic,Active,3,Premium Loyalists
U100199,1102.8999999999999,19,0.707,10,0.3157894736842105,0.3684210526315789,8.227,32,Australia,Standard,Active,1,Global Bingers
U100200,585.1,9,0.7487777777777778,6,0.3333333333333333,0.4444444444444444,5.696999999999999,44,United States,Premium,Active,3,Premium Loyalists
U100201,372.29999999999995,4,0.7805,4,0.5,0.5,0.6653333333333333,42,Canada,Mobile,Churned,4,Casual Browsers
U100203,184.2,4,0.62075,3,0.25,0.25,1.0653333333333335,37,Brazil,Basic,Active,2,At-Risk Low Engagement
U100204,467.6,7,0.6915714285714286,6,0.42857142857142855,0.8571428571428571,1.8643333333333336,50,India,Basic,Active,3,Premium Loyalists
U100205,1260.1,18,0.7510555555555556,8,0.3333333333333333,0.3333333333333333,4.7940000000000005,47,United States,Basic,Active,1,Global Bingers
U100206,386.7,6,0.7036666666666666,4,0.5,0.6666666666666666,1.5980000000000003,37,India,Basic,Active,4,Casual Browsers
U100207,242.5,5,0.5226,4,0.2,0.4,3.1649999999999996,59,Japan,Premium,Active,2,At-Risk Low Engagement
U100208,146.3,2,0.728,2,0.5,0.0,0.5326666666666667,26,Australia,Basic,Churned,4,Casual Browsers
U100209,45.1,1,0.418,1,0.0,0.0,0.433,19,India,Standard,Active,2,At-Risk Low Engagement
U100210,755.5,11,0.712,8,0.45454545454545453,0.2727272727272727,6.962999999999999,33,Brazil,Premium,Active,1,Global Bingers
U100211,156.7,4,0.6175,2,0.25,0.0,1.732,29,South Korea,Standard,Active,2,At-Risk Low Engagement
U100212,133.8,1,0.936,1,1.0,0.0,0.26633333333333337,16,Mexico,Basic,Active,4,Casual Browsers
U100213,630.1,11,0.803,7,0.2727272727272727,0.45454545454545453,6.962999999999999,26,United States,Premium,Active,3,Premium Loyalists
U100214,309.4,6,0.48233333333333334,5,0.3333333333333333,0.16666666666666666,3.797999999999999,38,Germany,Premium,Active,3,Premium Loyalists
U100215,236.39999999999998,4,0.7442500000000001,4,0.0,0.25,2.5319999999999996,33,India,Premium,Active,2,At-Risk Low Engagement
U100216,250.3,3,0.7130000000000001,3,0.3333333333333333,1.0,0.7990000000000002,24,United Kingdom,Basic,Active,0,Genre Explorers
U100217,524.4,8,0.7056250000000001,5,0.25,0.5,2.130666666666667,34,United Kingdom,Basic,Active,3,Premium Loyalists
U100218,484.1,7,0.7517142857142858,7,0.2857142857142857,0.5714285714285714,1.1643333333333334,35,India,Mobile,Churned,3,Premium Loyalists
U100219,163.3,5,0.8230000000000001,5,0.4,0.2,2.165,42,India,Standard,Active,4,Casual Browsers
U100220,77.9,2,0.497,2,0.0,1.0,0.866,26,United Kingdom,Standard,Active,0,Genre Explorers
U100221,1152.2,18,0.6938888888888889,9,0.2222222222222222,0.3888888888888889,7.794,44,India,Standard,Active,1,Global Bingers
U100222,1577.4,18,0.7463333333333334,9,0.3333333333333333,0.4444444444444444,11.393999999999998,20,Mexico,Premium,Active,1,Global Bingers
U100223,891.4,13,0.7702307692307693,9,0.23076923076923078,0.3076923076923077,2.162333333333333,27,Spain,Mobile,Active,3,Premium Loyalists
U100224,90.7,2,0.687,2,0.5,0.0,0.866,54,France,Standard,Active,4,Casual Browsers
U100227,1058.1,19,0.6506842105263158,10,0.05263157894736842,0.3684210526315789,8.227,18,Brazil,Standard,Active,1,Global Bingers
U100228,1194.4,17,0.7043529411764706,9,0.23529411764705882,0.5882352941176471,10.760999999999997,24,United States,Premium,Active,1,Global Bingers
U100229,371.5,5,0.7024,5,0.2,0.2,1.3316666666666668,35,Australia,Basic,Churned,2,At-Risk Low Engagement
U100230,42.9,1,0.753,1,0.0,0.0,0.26633333333333337,42,South Korea,Basic,Churned,2,At-Risk Low Engagement
U100231,471.2,9,0.634888888888889,7,0.5555555555555556,0.4444444444444444,3.897,33,United States,Standard,Active,3,Premium Loyalists
U100232,461.9,4,0.873,4,0.25,0.75,0.6653333333333333,30,India,Mobile,Active,0,Genre Explorers
U100233,730.6,10,0.7353,6,0.3,0.4,4.33,19,Japan,Standard,Active,3,Premium Loyalists
U100234,221.5,2,0.797,2,0.5,0.0,0.33266666666666667,25,France,Mobile,Active,4,Casual Browsers
U100235,737.2,11,0.6552727272727273,8,0.36363636363636365,0.36363636363636365,6.962999999999999,16,Japan,Premium,Active,1,Global Bingers
U100236,592.5,9,0.6976666666666667,7,0.2222222222222222,0.3333333333333333,3.897,42,United States,Standard,Active,3,Premium Loyalists
U100237,1193.5,19,0.7285789473684211,12,0.3684210526315789,0.2631578947368421,12.026999999999997,43,Germany,Premium,Active,1,Global Bingers
U100238,322.3,4,0.6315,4,0.25,0.25,1.0653333333333335,33,Germany,Basic,Active,2,At-Risk Low Engagement
U100239,248.1,3,0.7433333333333333,3,0.3333333333333333,0.3333333333333333,0.7990000000000002,39,Australia,Basic,Churned,2,At-Risk Low Engagement
U100241,155.0,3,0.731,3,0.3333333333333333,0.3333333333333333,1.8989999999999996,35,Canada,Premium,Active,2,At-Risk Low Engagement
U100242,284.2,3,0.7673333333333333,2,0.3333333333333333,0.6666666666666666,0.7990000000000002,50,United States,Basic,Active,0,Genre Explorers
U100243,719.4,8,0.7677499999999999,5,0.25,0.5,3.464,21,India,Standard,Active,3,Premium Loyalists
U100244,1127.7,15,0.6958,10,0.2,0.2,9.495,29,Canada,Premium,Active,1,Global Bingers
